Volume,Issue,Publication Year,Editor,Caption,Retail information,Photographer,date_column
200,3,2010,"Wintour, Anna","Actress Tina Fey in a Prada organza halter top. Makeup: Sheer Matifying Compact SPF 22, Luminizing Satin Face","Cloquet top with veiled back, $1,840; select Prada boutiques; prada.com.",Mario Testino,2010_03_01
200,2,2010,"Wintour, Anna",Actress Jessica Biel in a Ralph Lauren Collection jacket and shirt with RRL Ralph Lauren vest. Makeup:,"Derek jacket ($1,498), Douglas vest ($498), and Belmont shirt ($325); at select Ralph Lauren stores;",Mario Testino,2010_02_01
200,1,2010,"Wintour, Anna","Actress Rachel McAdams in a Dolce & Gabbana sheer black silk cardigan, floral bodysuit and red rose-print silk","(cover look): Cardigan ($695), bodysuit ($1,395), and skirt ($895); Dolce & Gabbana boutique, NYC; (877) 70-",Mario Testino,2010_01_01
199,12,2009,"Wintour, Anna",Goldstar: Actress Cate Blanchett in a Donna Karan New York strapless evening dress. Armani Prive cream,"Dress, $4,800; Donna Karan New York stores.",Annie Leibovitz,2009_12_01
199,11,2009,"Wintour, Anna",cover look: ROUGE STATE: Actress Nicole Kidman in an Alexander McQueen taffeta dress. Actress Marion,"On Kidman: dress, $12,995; Alexander McQueen, NYC. On Cotillard: dress, $11,165; Prada boutiques;",Annie Leibovitz,2009_11_01
199,10,2009,"Wintour, Anna",High Brow: Actress Michelle Williams in a Louis Vuitton embroidered print tunic dress. Harry Winston diamond,"(cover look): Dress, $6,440; (866) VUITTON; louisvuitton.com. Earrings set in platinum, $23,000; Harry",Mario Testino,2009_10_01
199,9,2009,"Wintour, Anna","Actress Charlize Theron in a Dior off-the-shoulder burgundy silk-velvet cocktail dress. Makeup: Nude Natural Glow Hydrating Makeup,","(cover look): Dress, $9,600; Dior, NYC; (800) 929-DIOR.",Mario Testino,2009_09_01
199,8,2009,"Wintour, Anna",poised for greatness: Model Christy Turlington in a Ralph Lauren Collection amethyst silk dress. Vintage diamond earrings from Stephen,"Silk Georgina dress, $5,500; Ralph Lauren stores; ralphlauren.com. Vintage silver, 18K yellow-gold-and-diamond",Steven Klein,2009_08_01
199,7,2009,"Wintour, Anna",Actress Sienna Miller in a lipstick- red Calvin Klein Collection silk one-shouldered dress. Nina Ricci multicolored,"Silk dress, $1,495; exclusively at Calvin Klein Collection, NYC, (212) 292-9000. Handmade multicolor metallic jet",Craig McDean,2009_07_01
199,6,2009,"Wintour, Anna",Actress Cameron Diaz in a Stella McCartney organic-cotton blouse and Song Valerie Gregori McKenzie organic-,"Blouse, $695; Stella McCartney, NYC; (212) 255-1556. Linen, cotton, and spandex pants, $240; Curve, NYC,",Mario Testino,2009_06_01
199,5,2009,"Wintour, Anna",BEVY OF BEAUTIES FROM LEFT: Liya Kebede in J. Mendel. Natalia Vodianova. Anna Jagodzinska in Blumarine.,"On Kebede: chiffon halter wrap gown, $3,680; J. Mendel boutiques; jmendel.com. On Jagodzinska: silk dress,",Steven Meisel,2009_05_01
199,4,2009,"Wintour, Anna",ON A BLUE STREAK Singer and actress Beyonce Knowles in a Balenciaga by Nicolas Ghesquiere ocean silk-Lurex,"(cover look): Dress, $4,995; Balenciaga, NYC; balenciaga.com. Diamond stud earrings set in platinum; De Beers",Mario Testino,2009_04_01
199,3,2009,"Wintour, Anna",First Lady Michelle Obama in a Jason Wu magenta silk dress. The portrait was taken before the Inauguration at the Hay-Adams Hotel in,,'s studio was on hand for the historic sitting,2009_03_01
199,2,2009,"Wintour, Anna",GO LIVELY: Blake Lively in Marc Jacobs noir chiffon tiered dress with buttercup leather sash and punk petal cuff.,"Gown with sash ($9,350) and wood-and-metal cuff bracelet ($990); Marc Jacobs, NYC.",Mario Testino,2009_02_01
199,1,2009,"Wintour, Anna",,,,2009_01_01
198,12,2008,"Wintour, Anna",Lady in Red: Actress Jennifer Aniston in a Narciso Rodriguez ruby silk crepe dress. Makeup: Visible Lift Line-,"Dress, $3,500; Bergdorf Goodman; Max, Denver.",Craig McDean,2008_12_01
198,11,2008,"Wintour, Anna",Actress Reese Witherspoon in a Nina Ricci electric-blue washed-silk radzimir dress. Cartier diamond earrings set,"Electric-blue washed-silk radzimir dress, $4,390; to order at Bergdorf Goodman. Cartier diamond earrings set in",Mario Testino,2008_11_01
198,10,2008,"Wintour, Anna",Natural Beauty: Actress Rachel Weisz in a Rodarte multicolored handknit dress and mohair tights. Dean Harris,"Dress, $ 10,350; Barneys NewYork. Tights. $800; Ron Herman stores. Both at rodarte.net. 18 K-yellow-gold-",Craig McDean,2008_10_01
198,9,2008,"Wintour, Anna","Actress Keira Knightley in Balenciaga by Nicolas Ghesquiere ocean-blue velvet top with black snap bottom, gray","Top ($5,950), pants ($3,950), choker ($2,575), and bracelets ($1,475 each): Balenciaga, NYC.",Mario Testino,2008_09_01
198,8,2008,"Wintour, Anna",The lady is a champ: Kate Moss in a cream Louis Vuitton wool dress. De Beers diamond studs. Balenciaga by Nicolas Ghesquiere strass,"Dress, $2,985; (866) VUITTON; louisvuitton.com. Strass necklace, $795; Neiman Marcus. Diamond-stud earrings",Mario Testino,2008_08_01
198,7,2008,"Wintour, Anna","Close to home: Actress Nicole Kidman in a limited-edition dress by Australia's two-time Oscar-winning costume designer Catherine Martin,","Dress at Bergdorf Goodman, 4th floor, Couture Eveningwear Department; (212) 872-2743. Necklace, c. 1850,",Annie Leibovitz,2008_07_01
198,6,2008,"Wintour, Anna",Cover Look: Carrie On: Actress Sarah Jessica Parker in a Versace gold chiffon evening dress. Stephen Russell,"Dress to order at Versace boutiques. Earrings at Stephen Russell, NYC; (212) 570-6900. Diamond ring set in",Annie Leibovitz,2008_06_01
198,5,2008,"Wintour, Anna",Actress Gwyneth Paltrow in an Oscar de la Renta gold tissue lame embroidered strapless dress. Robert Lee Morris,"Dress, $14,950; Neiman Marcus; Oscar de la Renta boutiques. Sterling-silver Classic long cuffs. $750 each; the Robert Lee Morris Gallery,",Steven Klein,2008_05_01
198,4,2008,"Wintour, Anna",GAME ON: Model Gisele Bündchen in a jade Calvin Klein Collection silk organza dress and taupe shoes. Cartier,"Silk-organza dress ($2,250) and sandals; Calvin Klein, NYC. Silk cord bracelet in 18K white gold, $475 ($100 to a",Annie Leibovitz,2008_04_01
198,3,2008,"Wintour, Anna",Actress Drew Barrymore in a Lanvin sequined ruffled minidress. Victorian tri-gold bangle from Doyle & Doyle.,"Lanvin sequined dress, $10,730; Barneys New York; Susan, Burlingame and San Francisco CA. Bangle, $1,400;",Steven Meisel,2008_03_01
198,2,2008,"Wintour, Anna",Actress Kate Bosworth in a coral slipper satin Derek Lam dress and Georg Jensen dewdrop earrings. Makeup:,"Satin draped dress, $1,790; Barneys New York. Rock crystal and sterling silver earrings, $390; Georg Jensen",Mario Testino,2008_02_01
198,1,2008,"Wintour, Anna","Actress Kate Hudson in a Dries Van Noten print silk blouse with blouson sleeves, a white onyx necklace, and a","(cover look): Blouse, $805; Barneys New York. Necklace ($1,050) and cuff ($360); collection at Saks Fifth",Patrick Demarchelier,2008_01_01
197,12,2007,"Wintour, Anna",Lady in red: Actress Penèlope Cruz in an Oscar de la Renta red silk faille off-the-shoulder dress. Dior Haute,"Dress, $5,850; Oscar de la Renta boutiques. Belt, $3,365; Dior, NYC, Beverly Hills.",Annie Leibovitz,2007_12_01
197,11,2007,"Wintour, Anna","True Blue: Actress Jennifer Connelly, in a Chanel navy satin dress and patent leather belt. Saunder Messinger diamond stacking rings.","Dress ($8,165) and belt ($995); Chanel boutiques; (800) 550-0005. Sterling-silver and gold stacking rings with",Mario Testino,2007_11_01
197,10,2007,"Wintour, Anna",Actress Charlize Theron in a Carolina Herrera white cotton blouse and brown suede skirt. Fabio Cammarata,"Cotton blouse ($2,890) and suede skirt; Carolina Herrera, NYC, Los Angeles; blouse also at Bergdorf Goodman;",Mario Testino,2007_10_01
197,9,2007,"Wintour, Anna",Actress Sienna Miller in a Marchesa cream strapless ostrich-plume cocktail dress with satin belt. Kwiat Asscher-,Dress; to order at (212) 463-8135; E-mail to info@marchesa.com. Earrings; to order at Saks Fifth Avenue;,Mario Testino,2007_09_01
197,8,2007,"Wintour, Anna",Pale Ryder Actress Winona Ryder in a Marc Jacobs aqua antique velvet dress with duchesse-satin bow. De Beers,"Dress, $3,500: Marc Jacobs, San Francisco; marcjacobs.com. De Beers emerald- cut diamond earrings with",Craig McDean,2007_08_01
197,7,2007,"Tonne Goodman. Hair, Odile Gilbert at L'Atelier",Model Natalia Vodianova in a Nina Ricci white draped silk organza cocktail dress with L'Air du Temps (Lalique)-,Silk-organza dress with L'Air du Temps—inspired crystal detail; Bergdorf Goodman: nina-ricci.fr. Diamond,Mario Testino,2007_07_01
197,6,2007,"Wintour, Anna",Actress Keira Knightley in a Balenciaga by Nicolas Ghesquiere multicolor satin dress. Seril leather belt. Makeup:,"Satin dress, $6,745; Balenciaga, NYC. Belt with piping; seril.net; (800) 669-8218.",Arthur Elgort,2007_06_01
197,5,2007,"Wintour, Anna","The It Girls Gap white shirts and dresses by Thakoon, Doo.Ri, and Rodarte. From left, on Lily: Peter Soronen teal trumpet skirt. Hilary: Isaac","On Lily: Rodarte for Gap limited-edition white cotton babydoll top with bow applique, $78. Peter Soronen taffeta",Steven Meisel,2007_05_01
197,4,2007,"Wintour, Anna",scarlett fever: Actress Scarlett Johansson in Dolce & Gabbana green satin bra top and bottom. Bulgari pavé-,"Bra ($475) and brief ($1,780); Dolce & Gabbana boutiques; (877) 70-DGUSA. Diamond-pavé Lucea earrings set",Craig McDean,2007_04_01
197,3,2007,"Wintour, Anna",,,,2007_03_01
197,2,2007,"Wintour, Anna",Force of nature: Actress Renee Zellweger in a Michael Kors dolman gray cashmere V neck minidress. Makeup:,"Michael Kors minidress, $1,195; Michael Kors, NYC; Nordstrom.",Mario Testino,2007_02_01
197,1,2007,"Wintour, Anna",Actress Angelina Jolie in a Bill Blass raspberry rayon matte jersey evening dress. Makeup: True Match Super-,"Raspberry matte rayon-jersey evening dress, $2,390; Saks Fifth Avenue.",Annie Leibovitz,2007_01_01
196,12,2006,"Wintour, Anna","twinkle, twinkle: Actress Nicole Kidman in a Versace gold cocktail dress with paillettes. Bulgari pearl-and-","Versace cocktail dress; Versace boutiques; versace.com. 18K yellow gold, cultured pearl, and diamond earrings;",Mario Testino,2006_12_01
196,11,2006,"Wintour, Anna",golden age: Actress Cate Blanchett in a Chanel Haute Couture embroidered gray radzimir dress. Makeup:,"Chanel Haute Couture radzimir dress, embroidery by Lesage.",Steven Klein,2006_11_01
196,10,2006,"Wintour, Anna",Actress Sandra Bullock in a Carolina Herrera jacquard bustle-back gown. Graff and Leviev diamond jewelry.,"Dress, $6,290; Carolina Herrera, NYC at (212) 249-6552, Los Angeles at (323) 782-9090; Bergdorf Goodman;",Steven Meisel,2006_10_01
196,9,2006,"Wintour, Anna",high and mighty: Actress Kirsten Dunst in a pink silk dress designed for Marie Antoinette by Milena Canonero and,"(cover look): Nineteenth-century diamond earrings, $38,000; Fred Leighton, NYC.",Annie Leibovitz,2006_09_01
196,8,2006,"Wintour, Anna","Invincible Model Linda Evangelista, newly pregnant at 41, in a Bottega Veneta anthracite flannel evening dress","Dress, $4,900; Bottega Veneta boutiques; (877) 362-1715; bottega veneta.com.",Steven Klein,2006_08_01
196,7,2006,"Wintour, Anna",Actress Kate Hudson in a Balenciaga by Nicolas Ghesquiere white silk-jacquard quilted dress with copper velvet,"Wool-and-silk dress, $79,010; to special-order, Balenciaga, NYC; (212) 206-0872",Mario Testino,2006_07_01
196,6,2006,"Wintour, Anna","Actress Uma Thurman in Maison Martin Margiela silver mesh top, Eres white bikini, and TAG Heuer Aquaracer","Silver acetate-and-polyester mesh top, $945; Maison Martin Margiela, NYC. Polyamide-and-spandex top (S236)",Mario Testino,2006_06_01
196,5,2006,"Wintour, Anna",,,,2006_05_01
196,4,2006,"Wintour, Anna",Actress Jennifer Aniston in an Alexander McQueen ivory crepe gown with chain embroidery. Makeup: Mineral,"Crepe gown, $4,370: Alexander McQueen, NYC; Saks Fifth Avenue.",Mario Testino,2006_04_01
196,3,2006,"Wintour, Anna",Actress Natalie Portman in a Prada painted linen dress with metal beading. Renee Lewis diamond drop earrings. Makeup: Perfectly Real,"Dress, $5,755: Prada boutiques, (888) 977-1900 for stores. Eighteen-karat-gold and rose-cut and pear-shaped",Craig McDean,2006_03_01
196,2,2006,"Wintour, Anna","Lady in Red Actress Drew Barrymore in a long, bright-red Hermes jersey dress, a Michael Kors espresso brown","Jersey dress, $5,350; (800) 441-4488, hermes.com, Hermès stores. Michael Kors belt, $195; Saks Fifth Avenue;",Mario Testino,2006_02_01
196,1,2006,"Wintour, Anna",Cover Look a cut above Actress Sienna Miller in a Chloe vintage silk crepe plisse dress. Antique emerald-and-,"Dress, $4,705; Chloé, NYC, Costa Mesa CA. Antique emerald-and-pearl earrings, circa 1860, $7,000;",Mario Testino,2006_01_01
195,12,2005,"Wintour, Anna",Over the Rainbow: Actress Keira Knightley in a Vera Wang gold flower-decked dress. Makeup: TruBlend Liquid,"Embroidered dress, $4,650; Neiman Marcus.",Annie Leibovitz,2005_12_01
195,11,2005,"Wintour, Anna",Actress Reese Witherspoon in a Vera Wang bottle-green dress with draped bodice. Makeup: Inner Light Dual,"Dress, $1,950; Barneys New York: Neiman Marcus; Nordstrom.",Annie Leibovitz,2005_11_01
195,10,2005,"Wintour, Anna",Actress Gwyneth Paltrow in a Dior Haute Couture by John Galliano multicolored floral raffia hat. Calvin Klein Underwear tank top. Makeup:,"Tank, $28; cku.com.",Mario Testino,2005_10_01
194,9,2005,"Wintour, Anna",Isn't she lovely? Actress Sarah Jessica Parker in a Narciso Rodriquez pale-gold silk halter dress. Fred Leighton,"Dress, $2,680; collection at Barneys New York; Mario's, Seattle and Portland OR. Earrings, $12,500. Fred",Annie Leibovitz,2005_09_01
194,8,2005,"Wintour, Anna",Living Color: Madonna in a Marni yellow cashmere cardigan and a John Galliano silk dot dress. Makeup: Infallible,"Marni, NYC, Los Angeles. Silk dress, $1,264. Bergdorf Goodman; Emphatics, Pittsburgh.",Tim Walker,2005_08_01
194,7,2005,"Wintour, Anna",Actress Kate Winslet in a Louis Vuitton cerulean silk dress with embroidered collar. Karen Karch for Push silver,"Louis Vuitton silk-and-lace embroidered dress, $3,914. Louis Vuitton boutiques. Karen Karch for Push silver cuff",Mario Testino,2005_07_01
194,6,2005,"Wintour, Anna",,,,2005_06_01
195,5,2005,"Wintour, Anna",Cover look: Liya Kebede in a Chanel Haute Couture by Karl Lagerfeld dress with sequined halter top and fringe,"For more information on the Chanel Haute Couture dress, call 011331-4286-2800. Chanel Haute Couture silk belt",Steven Meisel,2005_05_01
195,4,2005,"Wintour, Anna","Actress Drew Barrymore in a Christian Lacroix Haute Couture barely blushed crepeline, organza, and tulle dress",,Annie Leibovitz,2005_04_01
195,3,2005,"Wintour, Anna",Actress Sandra Bullock in an Oscar de la Renta halter dress. Munnu/The Gem Palace ruby and diamond ring.,"Sunset-red dress with tangerine-velvet trim, $5,500. Oscar de la Renta, NYC, Bal Harbour FL. Ring, $8,750. To",Steven Meisel,2005_03_01
195,2,2005,"Wintour, Anna",,,,2005_02_01
195,1,2005,"Wintour, Anna",The future looks bright Jennifer Lopez in a Carolina Herrera aqua swimming-ladies-print silk twill halter dress.,"Silk-twill dress, $2,990. Carolina Herrera Store, NYC; Saks Fifth Avenue; Neiman Marcus. Earrings, $8,250.",Mario Testino,2005_01_01
194,12,2004,"Wintour, Anna",Actress Cate Blanchett in a Ralph Lauren antique ivory satin Daniele dress with Art Deco seaming and silver lizard and cream suede sandals.,"Ralph Lauren Collection dress, $2,998. Bergdorf Goodman; Ralph Lauren stores. Antique watch at Neil Lane, Los",Annie Leibovitz,2004_12_01
194,11,2004,"Wintour, Anna",Actress Jennifer Connelly in a Louis Vuitton beige chambray cotton-and-linen dress with pearls and embroidered,"Cotton-and-linen dress with embroidered flowers and pearls, $4,800. Louis Vuitton boutiques. 19th-century",Craig McDean,2004_11_01
194,10,2004,"Wintour, Anna",Actress Charlize Theron in a YSL Rive Gauche black-and-gold medallion sequined-and-embroidered gown with,"Dress, $23,995. Bergdorf Goodman; Yves Saint Laurent Rive Gauche Boutique, NYC; Neiman Marcus. Diamond",Mario Testino,2004_10_01
194,9,2004,"Wintour, Anna","On Daria Werbowy, a Marc Jacobs plum double-satin low-twist dress; Terry Rodgers & Melody vintage garnet",,Steven Meisel,2004_09_01
194,8,2004,"Wintour, Anna",From left: Priscilla Presley in a metallic-blue long-sleeved taffeta dress; Riley Keough in a long camisole with,"(cover look): On Priscilla: blue metallic long-sleeve dress, $3,227. On Riley: mauve ""peau d'ange"" top with long",Annie Liebovitz,2004_08_01
194,7,2004,"Wintour, Anna",Bright Young Thing: Actress Kirsten Dunst in a Louis Vuitton mink-embroidered tulle jacket and gilt-sequined silk,"Silk-tulle jacket embroidered with mink, sequins, and mohair yarn, $18,960. Sequined, embroidered silk- tulle",Mario Testino,2004_07_01
194,6,2004,"Wintour, Anna","Rock Me, Baby Actress Kate Hudson in a Narciso Rodriguez silk celadon dress. Cathy Waterman diamond three-","Narciso Rodriguez silk dress, $4,940. Bergdorf Goodman. Cathy Waterman 22K-gold and diamond locket",Patrick Demarchelier,2004_06_01
194,5,2004,"Wintour, Anna",Actress Nicole Kidman in a Christian Lacroix Haute Couture oyster satin sheath dress. Lorraine Schwartz black-,"Necklace, $143,125. Barneys New York. For more information on brooch, call (212) 288-1872. To special-order",Irving Penn,2004_05_01
194,4,2004,"Wintour, Anna",Gwen Stefani in a Jean Yu black-and-white striped silk chiffon gown with grosgrain ribbon belt. Demner pave-diamond earrings. Neil Lane,"(cover look): Dress. $2,200. 37-1, NYC; Ikram, Chicago. For more information, call (212) 226-0067. Earrings at",Steven Meisel,2004_04_01
194,3,2004,"Wintour, Anna",Actress Angelina Jolie in a Vera Wang taupe silk taffeta-draped gown with antique sequined bra and cap sleeves. Mark Walsh Leslie Chin,"Special order the gown at Vera Wang Store, NYC. Mark Walsh Leslie Chin Vintage earrings at Linda Dresner, NYC;",Mario Testino,2004_03_01
194,2,2004,"Wintour, Anna",Actress Natalie Portman in a Marc Jacobs stone-lilac deep-V embroidered cotton-gauze dress. Lorraine E.,"Dress, $1,200. Marc Jacobs Store, NYC, San Francisco.",Mario Testino,2004_02_01
194,1,2004,"Wintour, Anna","Actress Jennifer Aniston in a Louis Vuitton panne-velvet blouson and sleeveless, belted gold drape top. Ten","Panne-velvet blouson, $1,560. Gold sleeveless Lurex drape top, $1,200. Both at Louis Vuitton boutiques, NYC,",Steven Meisel,2004_01_01
193,12,2003,"Wintour, Anna",Actress Renee Zellweger in a Prada pale-green organza dress. Neil Lane Jewelry diamond necklace. Makeup:,"Dress, $4,495. Prada Boutique, NYC, Beverly Hills; Neiman Marcus. Necklace at Neil Lane Jewelry. Los Angeles.",Steven Klein,2003_12_01
193,11,2003,"Wintour, Anna",Actress Uma Thurman in a Narciso Rodriguez nude textured stretch-cotton and paper-silk dress and Tom Ford for,"Textured dress, $3,100. Barneys New York; Bergdorf Goodman. Harry Winston diamond drop earrings. Tom Ford",Annie Leibovitz,2003_11_01
193,10,2003,"Wintour, Anna",Actress Gwyneth Paltrow in a Prada blue-and-orange-tulip-print blouse. 1940s Trifari gold-tone Deco bracelet,,Mario Testino,2003_10_01
193,9,2003,"Wintour, Anna",Actress Nicole Kidman in Atelier Versace mermaid gown with Swarovski crystals and invisible handpainted silk tulle. Neil Lane Jewelry,"Dress to special order at Versace boutiques. Diamond earrings at Neil Lane Jewelry Boutique, Los Angeles.",Annie Leibovitz,2003_09_01
193,8,2003,"Wintour, Anna",Actress Sarah Jessica Parker in a Stella McCartney raspberry washed-satin corset dress. Gioia diamond briolette,"Washed-satin dress, $1,695. Bergdorf Goodman; Saks Fifth Avenue; Neiman Marcus. Earrings at Gioia, NYC.",Steven Meisel,2003_08_01
193,7,2003,"Wintour, Anna","Cover Look: Demi Reloaded: Actress Demi Moore in a Donna Karan New York floor-length, one-shoulder draped","Stretch dress, $3,000. Donna Karan New York stores. Bracelet, $2,300. Neil Lane Jewelry, Los Angeles.",Mario Testino,2003_07_01
193,6,2003,"Wintour, Anna",Reese Witherspoon in a Prada blue twill dress with embroidered black straps. Fred Leighton diamond earrings.,"Twill dress, $4,490. Earrings at Fred Leighton, NYC.",Steven Klein,2003_06_01
193,5,2003,"Wintour, Anna",Cover Look Earth Angel Actress Cameron Diaz in a two-piece poppy red dress covered in chiffon petals by Chanel,Chanel Haute Couture red floral-printed two-piece chiffon evening dress re-embroidered with cutout flowers.,Annie Leibovitz,2003_05_01
193,4,2003,"Wintour, Anna","Baby, It's You: Brooke Shields in a Krizia sheer silk dress. Her makeup: DayWear Plus Multi-Protection Anti-",,Annie Leibovitz,2003_04_01
193,3,2003,"Wintour, Anna","Magic carpet ride Actress Julianne Moore in a white, shiny viscose jersey V-neck ruched long dress by Tom Ford for Gucci. Her makeup: Age","Viscose-jersey ruched long dress, $2,495. To special order at Gucci Boutique, NYC, Bevely Hills.",Steven Klein,2003_03_01
193,2,2003,"Wintour, Anna","Funny Valentine Actress Debra Messing in tulip-and-poppy floor-length, sashed halter dress by Donna Karan New","Donna Karan New York silk-sashed halter dress, $2,695. Donna Karan New York stores; Bergdorf Goodman;",Herb Ritts,2003_02_01
193,1,2003,"Wintour, Anna",Actress Sandra Bullock in a textured silk georgette dress by Narciso Rodriguez. Platinum-and-diamond earrings,"Textured silk-georgette dress, Narciso Rcdriguez, $1,585. Bergdorf Goodman. Platinum-and-diamond frame",Steven Meisel,2003_01_01
192,12,2002,"Wintour, Anna",Actress Halle Berry in a silk organza dress by Tom Ford for Yves Saint Laurent Rive Gauche. Her makeup:,"(cover look): Silk-organza dress, $2,895. Yves Saint Laurent Rive Gauche Boutique. NYC, Bal Harbour FL, Las",Annie Leibovitz,2002_12_01
192,11,2002,"Wintour, Anna",Actress Catherine Zeta-Jones in Ralph Lauren Collection black silk bias gown with lame stripes. Her makeup: Smoky Eyes Powder Pencil in,"Left: silk-lame gown with off-the-shoulder ruffle, Ralph Lauren Collection, $3,795. Ralph Lauren stores. Right:",Annie Leibovitz,2002_11_01
192,10,2002,"Wintour, Anna",Model Christy Turlington in a pewter hammered-silk-satin cutout dress by Calvin Klein. Platinum-diamond-and-,"Hammered-silk-satin dress, $1,490. Saks Fifth Avenue; Calvin Klein stores. Stephen Russell platinum-diamond-",Steven Klein,2002_10_01
192,9,2002,"Wintour, Anna",Actress Kate Hudson wears a floor-length collage scarf dress by Donna Karan New York. Gold lariat necklace by Manon Von Gerkan. Her,"Dress, $3,200. Donna Karan New York stores. Necklace, Manon Von Gerkan. Barneys New York; Maxfield, Los",Herb Ritts,2002_09_01
192,8,2002,"Wintour, Anna",(cover look) Actress Jennifer Aniston in a gold-sequined drop-waist dress by Marc Jacobs. Pearl earrings by Neil Lane Jewelry. Nineteenth-,"Marc Jacobs deep-gold sequined drop-waist dress, $6,000. Marc Jacobs Store, NYC, San Francisco. Pearl",Mario Testino,2002_08_01
192,7,2002,"Wintour, Anna","baby, it's you: Model Amber Valletta, with son Auden, in a satin crepe slip dress with lace-up train by Tom Ford","Tom Ford for Gucci satin-crepe long slip dress with lace-up train, $3,995. Gucci boutiques; Neiman Marcus.",Annie Leibovitz,2002_07_01
192,6,2002,"Wintour, Anna",Actress Ashley Judd in a striped dress with fringe detail by Missoni. Her makeup: Smooth Result Age Minimizing,"Jersey dress, $1,200. Missoni Boutique, NYC.",Mario Testino,2002_06_01
Fortifying,5,2002,"Wintour, Anna",Actress Natalie Portman in a pink pleated jersey dress with grosgrain ribbon details by Prada. Earrings by Fred,,Steven Klein,2002_05_01
192,4,2002,"Wintour, Anna",Actress Angelina Jolie in a nude stretch-silk crisscross-strap dress by Narciso Rodriguez. Her makeup: Colour Focus Exceptional Wear,"Nude silk-jersey dress with crisscross back, Narciso Rodriguez, $1,505. Bergdorf Goodman.",Annie Leibovitz,2002_04_01
192,3,2002,"Wintour, Anna","A Powerful Presence: Pink silk paisley Empire-waist dress with mixed-print trim by Louis Vuitton. Her makeup: Glossimer in Glaze, Powder","Dress, $1,530. Louis Vuitton Boutique, NYC, SoHo NYC, Bal Harbour FL, Dallas, Beverly Hills, San Francisco,",Herb Ritts,2002_03_01
192,2,2002,"Wintour, Anna",Sarah Jessica Parker in a black wool bodice and pants by Calvin Klein. Natural horn-and-hold earrings and,"Wool-twill bodice and pants, $510 each. Calvin Klein stores. Dean Harris earrings ($450) and bracelets ($750 for",Mario Testino,2002_02_01
192,1,2002,"Wintour, Anna","Ray of Light: Julianne Moore in a cream distressed-leather jacket, white cotton blouse, white beaded tulle skirt, and studded leather belt by","Leather jacket, $1,095. Cotton blouse with pearl cufflinks. $375. Beaded tulle skirt, $5,600. Leather contour belt",Michael Thompson,2002_01_01
191,12,2001,"Wintour, Anna","Gisele Bundchen in a limited-edition T-shirt by Donna Karan New York (design concept by the Arnell Group), about $22.50. Net proceeds will","Jeans, $58. Guess stores.",Steven Meisel,2001_12_01
191,11,2001,"Wintour, Anna",Cover look: Star and Stripes: Britney Spears in a sheer cotton slim blouse by Dolce & Gabbana. Her makeup:,"Dolce & Gabbana cotton sheer blouse, $545. Dolce & Gabbana Boutique, NYC, Bal Harbour FL, Beverly Hills.",Herb Ritts,2001_11_01
191,10,2001,"Wintour, Anna",Model Carolyn Murphy in a Chinese satin cap-sleeved top by Gaultier Paris and satin stretch jeans by Tom Ford,"Gaultier Paris floral-embroidered satin cap-sleeved top. For more information on Gaultier Paris, call 011-",Steven Meisel,2001_10_01
191,9,2001,"Wintour, Anna","Model Linda Evangelista in a silk charmeuse off-the-shoulder peasant blouse, matching peasant skirt, and sandals by Tom Ford for Yves Saint","(cover look): Tom Ford for Yves Saint Laurent Rive Gauche silk charmeuse peasant blouse ($1,795) and skirt",Steven Meisel,2001_09_01
191,8,2001,"Wintour, Anna","Model Amber Valletta in a silver cashmere jacket, cigarette pants, and heavy cashmere gauze scarf top by","Baby cashmere jacket ($2,710) and cigarette pants ($ 1,660). Heavy-cashmere halter top, $800. 18K-white-",Steven Meisel,2001_08_01
191,7,2001,"Wintour, Anna",Actress Catherine Zeta-Jones in an antique gold hand-beaded and crocheted slip dress by Donna Karan New York. Earrings by Fred Leighton.,"Beaded and crocheted slip dress, $4,000. Donna Karan New York, NYC. For more information, call (866)240-",Herb Ritts,2001_07_01
191,6,2001,"Wintour, Anna",Gisele Bundchen is ready for adventure in a khaki top by OMO Norma Kamali and beige sport shorts by Final,"Rip-stop nylon parachute slip top, $450. OMO Norma Kamali Boutique, NYC. Shorts, $195. Final Home Store, NYC. Nylon backpack, $540.",Steven Meisel,2001_06_01
191,5,2001,"Wintour, Anna",Carmen Kass catches some rays in a red slashed bathing suit by Christian Dior. EArrings by Tom Binns. Her,"Swimsuit with slashes, $395. Christian Dior boutiques. Sterling silver earrings, Tom Binns. Maxfield, Los Angeles.",Herb Ritts,2001_05_01
191,4,2001,"Wintour, Anna",cover look: stardust: Actress Renée Zellweger in a reembroidered silk tulle top and long skirt with bronze star-,"Ivory reembroidered silk-tulle top and skirt with bronze star-shaped sequins. Diamond and platinum rings at Harry Winston Boutique, NYC,",Herb Ritts,2001_04_01
191,3,2001,"Wintour, Anna","Actress Penelope Cruz in a camel-colored leather miniskirt by Ralph Lauren Collection. Her makeup: Poudre Bronzee in Tres Bronze, Colour","Skirt, Ralph Lauren Collection, $1,050. Polo Ralph Lauren boutiques.",Herb Ritts,2001_03_01
191,2,2001,"Wintour, Anna",High Spirits: Model of the moment Karolina Kurkova in a Louis Vuitton white leather jacket and rose-camouflage,"Leather jacket, $1,970. Louis Vuitton Boutique, SoHo NYC, Beverly Hills, San Francisco, Costa Mesa CA. For order",Steven Meisel,2001_02_01
